file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-05T16:47:43.315583Z - 2025-01-05T16:48:43.315583Z,,,,,,,2025-01-05T16:48:13.800000Z,,2025-01-05T16:48:25.560000Z,
FN.RNF.00.BHZ | 2025-01-05T00:33:33.981006Z - 2025-01-05T00:34:33.981006Z,,,,,,,2025-01-05T00:33:39.480000Z,,2025-01-05T00:34:18.700000Z,
HE.HEF.00.BHZ | 2025-01-05T00:33:52.190369Z - 2025-01-05T00:34:52.190369Z,,,,,,,,,2025-01-05T00:34:34.020000Z,
HE.KEV.00.BHZ | 2025-01-05T00:33:44.870401Z - 2025-01-05T00:34:44.870401Z,,,,,,,,,2025-01-05T00:34:18.680000Z,
HE.KU2.00.BHZ | 2025-01-05T00:33:59.541214Z - 2025-01-05T00:34:59.541214Z,,,,,,,,,2025-01-05T00:34:18.180000Z,
HE.KU6.00.BHZ | 2025-01-05T00:33:12.330357Z - 2025-01-05T00:34:12.330357Z,,,,,,,2025-01-05T00:33:27.440000Z,,2025-01-05T00:33:56.280000Z,
HE.TOF.00.BHZ | 2025-01-05T00:33:54.618237Z - 2025-01-05T00:34:54.618237Z,,,,,,,2025-01-05T00:34:00.960000Z,,2025-01-05T00:34:39.320000Z,
HE.VRF.00.BHZ | 2025-01-05T00:33:00.469422Z - 2025-01-05T00:34:00.469422Z,,,,,,,,,2025-01-05T00:33:37.240000Z,
FN.KLF.00.BHZ | 2025-01-05T16:10:30.781959Z - 2025-01-05T16:11:30.781959Z,,,,,,,,,2025-01-05T16:10:48.320000Z,
FN.RAJF.00.BHZ | 2025-01-05T16:09:06.515869Z - 2025-01-05T16:10:06.515869Z,,,,,,,2025-01-05T16:09:28.930000Z,,2025-01-05T16:09:44.960000Z,
HE.HEF.00.BHZ | 2025-01-05T16:09:33.069834Z - 2025-01-05T16:10:33.069834Z,,,,,,,2025-01-05T16:09:54.700000Z,,2025-01-05T16:10:28.000000Z,
HE.KEV.00.BHZ | 2025-01-05T16:09:03.820313Z - 2025-01-05T16:10:03.820313Z,,,,,,,2025-01-05T16:09:30.360000Z,,2025-01-05T16:09:48.000000Z,
HE.VRF.00.BHZ | 2025-01-05T16:09:26.498416Z - 2025-01-05T16:10:26.498416Z,,,,,,,,,2025-01-05T16:09:58.240000Z,
FN.KLF.00.BHZ | 2025-01-02T23:12:10.916155Z - 2025-01-02T23:13:10.916155Z,,,,,,,2025-01-02T23:12:52.780000Z,,,
FN.RNF.00.BHZ | 2025-01-02T23:12:43.508117Z - 2025-01-02T23:13:43.508117Z,,,,,,,2025-01-02T23:13:08.980000Z,,2025-01-02T23:13:37.120000Z,
HE.HEF.00.BHZ | 2025-01-02T23:12:31.013105Z - 2025-01-02T23:13:31.013105Z,,,,,,,2025-01-02T23:12:59.280000Z,,2025-01-02T23:13:21.880000Z,
HE.KEV.00.BHZ | 2025-01-02T23:12:46.096145Z - 2025-01-02T23:13:46.096145Z,,,,,,,2025-01-02T23:13:24.160000Z,,,
HE.KIF.00.BHZ | 2025-01-02T23:12:44.507911Z - 2025-01-02T23:13:44.507911Z,,,,,,,2025-01-02T23:13:02.880000Z,,2025-01-02T23:13:28.060000Z,
HE.TOF.00.BHZ | 2025-01-02T23:12:42.695535Z - 2025-01-02T23:13:42.695535Z,,,,,,,2025-01-02T23:13:02.760000Z,,2025-01-02T23:13:27.680000Z,
FN.MSF.00.BHZ | 2025-01-05T20:05:42.419666Z - 2025-01-05T20:06:42.419666Z,,,,,,,2025-01-05T20:05:52.740000Z,,2025-01-05T20:06:26.680000Z,
FN.OLKF.00.BHZ | 2025-01-05T20:05:30.458812Z - 2025-01-05T20:06:30.458812Z,,,,,,,2025-01-05T20:05:46.120000Z,,2025-01-05T20:06:15.240000Z,
FN.RAJF.00.BHZ | 2025-01-05T20:05:27.401355Z - 2025-01-05T20:06:27.401355Z,,,,,,,2025-01-05T20:05:45.180000Z,,2025-01-05T20:06:14.200000Z,
FN.RANF.00.BHZ | 2025-01-05T20:05:43.030860Z - 2025-01-05T20:06:43.030860Z,,,,,,,2025-01-05T20:06:02.960000Z,,,
HE.KEV.00.BHZ | 2025-01-05T20:05:53.759531Z - 2025-01-05T20:06:53.759531Z,,,,,,,2025-01-05T20:05:59.680000Z,,,
HE.KU6.00.BHZ | 2025-01-05T20:05:34.286164Z - 2025-01-05T20:06:34.286164Z,,,,,,,2025-01-05T20:05:46.820000Z,,2025-01-05T20:06:16.640000Z,
HE.VRF.00.BHZ | 2025-01-05T20:05:10.775288Z - 2025-01-05T20:06:10.775288Z,,,,,,,2025-01-05T20:05:36.360000Z,,2025-01-05T20:05:55.960000Z,
FN.KLF.00.BHZ | 2025-01-05T20:15:23.157251Z - 2025-01-05T20:16:23.157251Z,,,,,,,,,2025-01-05T20:16:10.160000Z,
FN.MSF.00.BHZ | 2025-01-05T20:14:44.534311Z - 2025-01-05T20:15:44.534311Z,,,,,,,2025-01-05T20:14:59.600000Z,,2025-01-05T20:15:34.080000Z,
FN.OLKF.00.BHZ | 2025-01-05T20:14:41.536530Z - 2025-01-05T20:15:41.536530Z,,,,,,,2025-01-05T20:14:52.960000Z,,2025-01-05T20:15:21.240000Z,
FN.RAJF.00.BHZ | 2025-01-05T20:14:53.630573Z - 2025-01-05T20:15:53.630573Z,,,,,,,,,2025-01-05T20:15:19.520000Z,
FN.RANF.00.BHZ | 2025-01-05T20:14:28.024718Z - 2025-01-05T20:15:28.024718Z,,,,,,,2025-01-05T20:15:09.400000Z,,,
HE.HEF.00.BHZ | 2025-01-05T20:15:47.399576Z - 2025-01-05T20:16:47.399576Z,,,,,,,,,2025-01-05T20:16:14.400000Z,
HE.KEV.00.BHZ | 2025-01-05T20:15:28.164103Z - 2025-01-05T20:16:28.164103Z,,,,,,,,,2025-01-05T20:15:57.200000Z,
HE.KU6.00.BHZ | 2025-01-05T20:14:41.873373Z - 2025-01-05T20:15:41.873373Z,,,,,,,2025-01-05T20:14:54.080000Z,,2025-01-05T20:15:24.600000Z,
HE.VRF.00.BHZ | 2025-01-05T20:14:33.471606Z - 2025-01-05T20:15:33.471606Z,,,,,,,2025-01-05T20:14:43.440000Z,,2025-01-05T20:15:02.760000Z,
HE.FIA0.00.?HZ | 2025-01-02T09:17:14.686949Z - 2025-01-02T09:18:14.686949Z,,,,,,,2025-01-02T09:17:28.948040Z,,2025-01-02T09:17:42.036770Z,
HE.FIA1.00.?HZ | 2025-01-02T09:17:22.010465Z - 2025-01-02T09:18:22.010465Z,,,,,,,2025-01-02T09:17:28.948040Z,,2025-01-02T09:17:42.036770Z,
HE.HEL5.00.BHZ | 2025-01-02T09:17:23.245943Z - 2025-01-02T09:18:23.245943Z,,,,,,,2025-01-02T09:17:30.572450Z,,2025-01-02T09:17:44.263910Z,
HE.KAF.00.?HZ | 2025-01-02T09:17:13.458125Z - 2025-01-02T09:18:13.458125Z,,,,,,,2025-01-02T09:17:40.086850Z,,2025-01-02T09:18:00.972120Z,
HE.KEF.00.?HZ | 2025-01-02T09:17:43.477716Z - 2025-01-02T09:18:43.477716Z,,,,,,,,,2025-01-02T09:18:09.558290Z,
HE.KUNI.00.BHE | 2025-01-02T09:17:16.869678Z - 2025-01-02T09:18:16.869678Z,,,,,,,2025-01-02T09:17:28.251870Z,,2025-01-02T09:17:40.047510Z,
HE.KY02.00.CZ | 2025-01-02T09:16:43.640826Z - 2025-01-02T09:17:43.640826Z,,,,,,,2025-01-02T09:17:19.487610Z,,2025-01-02T09:17:25.385360Z,
HE.KY17.00.CZ | 2025-01-02T09:16:47.092368Z - 2025-01-02T09:17:47.092368Z,,,,,,,2025-01-02T09:17:19.436770Z,,2025-01-02T09:17:25.232830Z,
HE.LOVF.00.CZ | 2025-01-02T09:17:04.461166Z - 2025-01-02T09:18:04.461166Z,,,,,,,2025-01-02T09:17:15.776090Z,,2025-01-02T09:17:18.857610Z,
HE.MEF.00.BHZ | 2025-01-02T09:17:15.626261Z - 2025-01-02T09:18:15.626261Z,,,,,,,2025-01-02T09:17:33.125100Z,,2025-01-02T09:17:48.208900Z,
HE.NUR.00.SHZ | 2025-01-02T09:17:21.575637Z - 2025-01-02T09:18:21.575637Z,,,,,,,2025-01-02T09:17:29.876280Z,,2025-01-02T09:17:42.871560Z,
HE.PVF.00.CZ | 2025-01-02T09:17:05.502232Z - 2025-01-02T09:18:05.502232Z,,,,,,,2025-01-02T09:17:19.284240Z,,2025-01-02T09:17:24.998360Z,
HE.RAF.00.BHZ | 2025-01-02T09:17:39.163949Z - 2025-01-02T09:18:39.163949Z,,,,,,,2025-01-02T09:17:53.082130Z,,2025-01-02T09:18:26.266510Z,
HE.RUF.00.BHZ | 2025-01-02T09:17:07.596016Z - 2025-01-02T09:18:07.596016Z,,,,,,,2025-01-02T09:17:36.913870Z,,2025-01-02T09:17:54.706540Z,
HE.TRE03.00.CZ | 2025-01-02T09:17:12.392561Z - 2025-01-02T09:18:12.392561Z,,,,,,,2025-01-02T09:17:40.550970Z,,2025-01-02T09:18:02.132420Z,
HE.TVF.00.BHZ | 2025-01-02T09:17:38.063921Z - 2025-01-02T09:18:38.063921Z,,,,,,,,,2025-01-02T09:18:08.862120Z,
HE.VJF.00.?HZ | 2025-01-02T09:16:36.816328Z - 2025-01-02T09:17:36.816328Z,,,,,,,2025-01-02T09:17:18.724970Z,,2025-01-02T09:17:24.114290Z,
HE.VUOS.00.BHZ | 2025-01-02T09:16:43.956422Z - 2025-01-02T09:17:43.956422Z,,,,,,,2025-01-02T09:17:26.728150Z,,2025-01-02T09:17:37.534210Z,
FN.KLF.00.BHZ | 2025-01-02T11:52:03.100760Z - 2025-01-02T11:53:03.100760Z,,,,,,,2025-01-02T11:52:16.180000Z,,2025-01-02T11:52:50.640000Z,
FN.MSF.00.BHZ | 2025-01-02T11:51:59.626225Z - 2025-01-02T11:52:59.626225Z,,,,,,,2025-01-02T11:52:10.780000Z,,2025-01-02T11:52:38.920000Z,
FN.OLKF.00.BHZ | 2025-01-02T11:52:15.893016Z - 2025-01-02T11:53:15.893016Z,,,,,,,,,2025-01-02T11:52:49.100000Z,
FN.OUL.00.BHZ | 2025-01-02T11:51:28.750068Z - 2025-01-02T11:52:28.750068Z,,,,,,,2025-01-02T11:51:44.130000Z,,2025-01-02T11:51:52.520000Z,
FN.RANF.00.BHZ | 2025-01-02T11:51:39.626633Z - 2025-01-02T11:52:39.626633Z,,,,,,,2025-01-02T11:52:01.080000Z,,2025-01-02T11:52:22.400000Z,
FN.RNF.00.BHZ | 2025-01-02T11:51:50.135130Z - 2025-01-02T11:52:50.135130Z,,,,,,,2025-01-02T11:52:08.480000Z,,2025-01-02T11:52:34.480000Z,
HE.JOF.00.BHZ | 2025-01-02T11:52:44.944100Z - 2025-01-02T11:53:44.944100Z,,,,,,,,,2025-01-02T11:53:15.120000Z,
HE.KAF.00.BHZ | 2025-01-02T11:52:14.137838Z - 2025-01-02T11:53:14.137838Z,,,,,,,2025-01-02T11:52:19.480000Z,,2025-01-02T11:52:54.760000Z,
HE.KEF.00.BHZ | 2025-01-02T11:52:21.621053Z - 2025-01-02T11:53:21.621053Z,,,,,,,,,2025-01-02T11:52:50.520000Z,
HE.KJNF.00.BHZ | 2025-01-02T11:51:44.520465Z - 2025-01-02T11:52:44.520465Z,,,,,,,2025-01-02T11:51:57.080000Z,,2025-01-02T11:52:15.320000Z,
HE.KPF.00.BHZ | 2025-01-02T11:51:34.736248Z - 2025-01-02T11:52:34.736248Z,,,,,,,2025-01-02T11:52:24.780000Z,,,
HE.KU1.00.BHZ | 2025-01-02T11:51:55.929508Z - 2025-01-02T11:52:55.929508Z,,,,,,,2025-01-02T11:52:11.580000Z,,2025-01-02T11:52:40.480000Z,
HE.KU2.00.BHZ | 2025-01-02T11:51:47.950579Z - 2025-01-02T11:52:47.950579Z,,,,,,,2025-01-02T11:52:04.680000Z,,2025-01-02T11:52:27.780000Z,
HE.KU6.00.BHZ | 2025-01-02T11:52:05.073266Z - 2025-01-02T11:53:05.073266Z,,,,,,,2025-01-02T11:52:16.880000Z,,2025-01-02T11:52:48.760000Z,
HE.NIF.00.BHZ | 2025-01-02T11:51:51.211728Z - 2025-01-02T11:52:51.211728Z,,,,,,,2025-01-02T11:52:06.380000Z,,2025-01-02T11:52:31.700000Z,
HE.OBF0.00.BHZ | 2025-01-02T11:50:57.665069Z - 2025-01-02T11:51:57.665069Z,,,,,,,2025-01-02T11:51:38.080000Z,,2025-01-02T11:51:42.380000Z,
HE.OBF3.00.BHZ | 2025-01-02T11:51:01.516084Z - 2025-01-02T11:52:01.516084Z,,,,,,,2025-01-02T11:51:34.520000Z,,,
HE.OBF8.00.BHZ | 2025-01-02T11:51:06.134966Z - 2025-01-02T11:52:06.134966Z,,,,,,,2025-01-02T11:51:45.080000Z,,,
HE.OUF.00.BHZ | 2025-01-02T11:51:04.891963Z - 2025-01-02T11:52:04.891963Z,,,,,,,2025-01-02T11:51:38.720000Z,,2025-01-02T11:51:43.340000Z,
HE.RAF.00.BHZ | 2025-01-02T11:53:03.587410Z - 2025-01-02T11:54:03.587410Z,,,,,,,,,2025-01-02T11:53:20.580000Z,
HE.RMF.00.BHZ | 2025-01-02T11:51:55.321856Z - 2025-01-02T11:52:55.321856Z,,,,,,,2025-01-02T11:52:13.380000Z,,2025-01-02T11:52:43.360000Z,
HE.SUF.00.BHZ | 2025-01-02T11:51:52.601113Z - 2025-01-02T11:52:52.601113Z,,,,,,,2025-01-02T11:52:09.980000Z,,2025-01-02T11:52:38.360000Z,
HE.TOF.00.BHZ | 2025-01-02T11:51:36.393928Z - 2025-01-02T11:52:36.393928Z,,,,,,,2025-01-02T11:51:57.980000Z,,2025-01-02T11:52:17.200000Z,
HE.VAF.00.BHZ | 2025-01-02T11:51:48.592341Z - 2025-01-02T11:52:48.592341Z,,,,,,,2025-01-02T11:52:07.180000Z,,,
FN.KLF.00.BHZ | 2025-01-02T12:40:11.274810Z - 2025-01-02T12:41:11.274810Z,,,,,,,2025-01-02T12:40:21.980000Z,,2025-01-02T12:40:56.920000Z,
FN.MSF.00.BHZ | 2025-01-02T12:39:55.530269Z - 2025-01-02T12:40:55.530269Z,,,,,,,2025-01-02T12:40:11.440000Z,,2025-01-02T12:40:34.960000Z,
FN.OLKF.00.BHZ | 2025-01-02T12:39:27.464012Z - 2025-01-02T12:40:27.464012Z,,,,,,,2025-01-02T12:40:03.780000Z,,2025-01-02T12:40:21.480000Z,
FN.OUL.00.BHZ | 2025-01-02T12:40:30.006874Z - 2025-01-02T12:41:30.006874Z,,,,,,,,,2025-01-02T12:41:15.560000Z,
FN.RAJF.00.BHZ | 2025-01-02T12:39:47.423905Z - 2025-01-02T12:40:47.423905Z,,,,,,,2025-01-02T12:40:01.680000Z,,2025-01-02T12:40:17.800000Z,
FN.RANF.00.BHZ | 2025-01-02T12:40:02.366699Z - 2025-01-02T12:41:02.366699Z,,,,,,,2025-01-02T12:40:17.760000Z,,2025-01-02T12:40:45.200000Z,
FN.RNF.00.BHZ | 2025-01-02T12:40:05.886889Z - 2025-01-02T12:41:05.886889Z,,,,,,,2025-01-02T12:40:15.140000Z,,2025-01-02T12:40:42.440000Z,
HE.HEF.00.BHZ | 2025-01-02T12:40:18.079436Z - 2025-01-02T12:41:18.079436Z,,,,,,,2025-01-02T12:40:24.580000Z,,2025-01-02T12:41:01.200000Z,
HE.KEV.00.BHZ | 2025-01-02T12:40:08.332746Z - 2025-01-02T12:41:08.332746Z,,,,,,,2025-01-02T12:40:23.020000Z,,2025-01-02T12:40:55.080000Z,
HE.KIF.00.BHZ | 2025-01-02T12:40:04.258401Z - 2025-01-02T12:41:04.258401Z,,,,,,,2025-01-02T12:40:41.420000Z,,,
HE.KU1.00.BHZ | 2025-01-02T12:39:28.837181Z - 2025-01-02T12:40:28.837181Z,,,,,,,2025-01-02T12:40:16.580000Z,,,
HE.KU2.00.BHZ | 2025-01-02T12:39:51.176782Z - 2025-01-02T12:40:51.176782Z,,,,,,,2025-01-02T12:40:16.900000Z,,,
HE.KU6.00.BHZ | 2025-01-02T12:39:43.812711Z - 2025-01-02T12:40:43.812711Z,,,,,,,2025-01-02T12:40:08.080000Z,,2025-01-02T12:40:28.360000Z,
HE.RMF.00.BHZ | 2025-01-02T12:40:22.929334Z - 2025-01-02T12:41:22.929334Z,,,,,,,2025-01-02T12:40:33.880000Z,,,
HE.TOF.00.BHZ | 2025-01-02T12:40:13.772641Z - 2025-01-02T12:41:13.772641Z,,,,,,,2025-01-02T12:40:26.380000Z,,2025-01-02T12:41:06.520000Z,
HE.VRF.00.BHZ | 2025-01-02T12:39:35.449781Z - 2025-01-02T12:40:35.449781Z,,,,,,,2025-01-02T12:39:46.380000Z,,2025-01-02T12:39:51.300000Z,
HE.ECKF.00.BHZ | 2025-01-03T12:04:01.474094Z - 2025-01-03T12:05:01.474094Z,,,,,,,2025-01-03T12:04:29.570000Z,,2025-01-03T12:04:50.580000Z,
HE.FIA0.00.SHZ | 2025-01-03T12:03:59.458352Z - 2025-01-03T12:04:59.458352Z,,,,,,,2025-01-03T12:04:42.500000Z,,,
HE.KAF.00.BHZ | 2025-01-03T12:04:36.883412Z - 2025-01-03T12:05:36.883412Z,,,,,,,,,2025-01-03T12:05:25.360000Z,
HE.KEF.00.BHZ | 2025-01-03T12:04:33.486732Z - 2025-01-03T12:05:33.486732Z,,,,,,,,,2025-01-03T12:05:13.960000Z,
HE.KORF.00.BHZ | 2025-01-03T12:03:35.070367Z - 2025-01-03T12:04:35.070367Z,,,,,,,2025-01-03T12:04:11.900000Z,,2025-01-03T12:04:17.640000Z,
HE.KPF.00.BHZ | 2025-01-03T12:04:04.495232Z - 2025-01-03T12:05:04.495232Z,,,,,,,2025-01-03T12:04:31.880000Z,,2025-01-03T12:04:52.460000Z,
HE.OBF8.00.BHZ | 2025-01-03T12:05:31.456709Z - 2025-01-03T12:06:31.456709Z,,,,,,,,,2025-01-03T12:05:52.940000Z,
HE.RAF.00.BHZ | 2025-01-03T12:04:05.035133Z - 2025-01-03T12:05:05.035133Z,,,,,,,2025-01-03T12:04:18.030000Z,,2025-01-03T12:04:28.200000Z,
HE.TVF.00.BHZ | 2025-01-03T12:04:04.070992Z - 2025-01-03T12:05:04.070992Z,,,,,,,2025-01-03T12:04:16.480000Z,,2025-01-03T12:04:24.660000Z,
UP.AAL.00.BHZ | 2025-01-03T12:03:52.308551Z - 2025-01-03T12:04:52.308551Z,,,,,,,,,2025-01-03T12:04:45.920000Z,
HE.HEL1.00.BHZ | 2025-01-03T13:43:05.546491Z - 2025-01-03T13:44:05.546491Z,,,,,,,2025-01-03T13:43:38.959160Z,,2025-01-03T13:43:39.640070Z,
HE.HEL5.00.BHZ | 2025-01-03T13:43:11.642846Z - 2025-01-03T13:44:11.642846Z,,,,,,,2025-01-03T13:43:40.459300Z,,2025-01-03T13:43:42.228000Z,
HE.KUNI.00.BHZ | 2025-01-03T13:43:33.445255Z - 2025-01-03T13:44:33.445255Z,,,,,,,2025-01-03T13:43:38.998850Z,,2025-01-03T13:43:39.679970Z,
HE.LAUT.00.BHZ | 2025-01-03T13:42:51.324514Z - 2025-01-03T13:43:51.324514Z,,,,,,,2025-01-03T13:43:39.428110Z,,2025-01-03T13:43:40.419580Z,
HE.MEF.00.BHZ | 2025-01-03T13:43:29.954007Z - 2025-01-03T13:44:29.954007Z,,,,,,,2025-01-03T13:43:42.774800Z,,2025-01-03T13:43:45.866850Z,
HE.NUR.00.SHZ | 2025-01-03T13:43:09.104277Z - 2025-01-03T13:44:09.104277Z,,,,,,,2025-01-03T13:43:43.961090Z,,,
HE.RSUO.00.BHZ | 2025-01-03T13:43:30.019878Z - 2025-01-03T13:44:30.019878Z,,,,,,,2025-01-03T13:43:38.505510Z,,2025-01-03T13:43:38.841810Z,
HE.VUOS.00.BHZ | 2025-01-03T13:43:11.209170Z - 2025-01-03T13:44:11.209170Z,,,,,,,2025-01-03T13:43:40.647010Z,,2025-01-03T13:43:42.228000Z,
HE.FIA0.00.SHZ | 2025-01-03T08:52:59.968692Z - 2025-01-03T08:53:59.968692Z,,,,,,,,,2025-01-03T08:53:49.400000Z,
HE.HEL1.00.BHZ | 2025-01-03T08:52:23.226749Z - 2025-01-03T08:53:23.226749Z,,,,,,,2025-01-03T08:53:01.910000Z,,2025-01-03T08:53:04.220000Z,
HE.HEL5.00.BHZ | 2025-01-03T08:52:11.974429Z - 2025-01-03T08:53:11.974429Z,,,,,,,2025-01-03T08:53:00.580000Z,,,
HE.KUNI.00.BHZ | 2025-01-03T08:52:48.766034Z - 2025-01-03T08:53:48.766034Z,,,,,,,2025-01-03T08:53:02.900000Z,,,
HE.LAUT.00.BHZ | 2025-01-03T08:52:36.112530Z - 2025-01-03T08:53:36.112530Z,,,,,,,2025-01-03T08:53:01.840000Z,,2025-01-03T08:53:03.640000Z,
HE.MEF.00.BHZ | 2025-01-03T08:52:11.378306Z - 2025-01-03T08:53:11.378306Z,,,,,,,2025-01-03T08:53:00.860000Z,,2025-01-03T08:53:02.280000Z,
HE.NUR.00.BHZ | 2025-01-03T08:52:14.040282Z - 2025-01-03T08:53:14.040282Z,,,,,,,2025-01-03T08:53:05.540000Z,,,
HE.PVF.00.BHZ | 2025-01-03T08:52:55.268648Z - 2025-01-03T08:53:55.268648Z,,,,,,,2025-01-03T08:53:13.180000Z,,,
HE.VUOS.00.BHZ | 2025-01-03T08:52:38.918126Z - 2025-01-03T08:53:38.918126Z,,,,,,,2025-01-03T08:53:04.880000Z,,,
FN.MSF.00.BHZ | 2025-01-03T11:42:05.094646Z - 2025-01-03T11:43:05.094646Z,,,,,,,2025-01-03T11:42:15.840000Z,,2025-01-03T11:42:53.640000Z,
FN.OLKF.00.BHZ | 2025-01-03T11:42:30.867158Z - 2025-01-03T11:43:30.867158Z,,,,,,,,,2025-01-03T11:43:05.080000Z,
FN.OUL.00.BHZ | 2025-01-03T11:41:49.368473Z - 2025-01-03T11:42:49.368473Z,,,,,,,2025-01-03T11:42:05.630000Z,,2025-01-03T11:42:34.000000Z,
FN.RANF.00.BHZ | 2025-01-03T11:42:03.596286Z - 2025-01-03T11:43:03.596286Z,,,,,,,2025-01-03T11:42:17.080000Z,,2025-01-03T11:42:54.340000Z,
FN.RNF.00.BHZ | 2025-01-03T11:41:44.183288Z - 2025-01-03T11:42:44.183288Z,,,,,,,2025-01-03T11:42:25.430000Z,,,
HE.FIA0.00.SHZ | 2025-01-03T11:41:38.219272Z - 2025-01-03T11:42:38.219272Z,,,,,,,2025-01-03T11:42:01.900000Z,,2025-01-03T11:42:27.500000Z,
HE.JOF.00.BHZ | 2025-01-03T11:41:26.250545Z - 2025-01-03T11:42:26.250545Z,,,,,,,2025-01-03T11:41:57.560000Z,,2025-01-03T11:42:19.120000Z,
HE.KAF.00.BHZ | 2025-01-03T11:41:32.726934Z - 2025-01-03T11:42:32.726934Z,,,,,,,2025-01-03T11:41:50.180000Z,,2025-01-03T11:42:07.600000Z,
HE.KEF.00.BHZ | 2025-01-03T11:41:50.862469Z - 2025-01-03T11:42:50.862469Z,,,,,,,2025-01-03T11:41:58.180000Z,,2025-01-03T11:42:21.000000Z,
